t,assi,cmd_az,cmd_linx,target_deg,actual_deg,motor_deg,lws_rad,odom_vx,motor_rpm
36.951,1,0.3436,-0.7405,63.50,63.50,59.50,-1.3998,5.040,0.0
37.051,1,0.3436,-0.7405,63.50,63.50,59.50,-1.3998,5.040,0.0
37.151,1,0.3436,-0.7405,63.50,63.50,59.50,-1.3998,5.040,0.0
37.251,1,0.3436,-0.7405,63.50,63.50,59.50,-1.3998,5.040,0.0
37.351,1,0.3436,-0.7405,63.50,63.50,59.50,-1.3998,5.040,0.0
37.451,1,0.3436,-0.7405,63.50,63.50,59.50,-1.3998,5.040,0.0
37.552,1,0.3436,-0.7405,63.50,63.50,59.50,-1.3998,5.040,0.0
37.652,1,0.3436,-0.7405,63.50,63.50,59.50,-1.3998,5.040,0.0
37.751,1,0.3436,-0.7405,63.50,63.50,59.50,-1.3998,5.040,0.0
37.851,1,0.3436,-0.7405,63.50,63.50,59.50,-1.3998,5.040,0.0
37.951,1,0.3436,-0.7405,63.50,63.50,59.50,-1.3998,5.040,0.0
38.051,1,0.3436,-0.7405,63.50,63.50,59.50,-1.3998,5.040,0.0
38.151,1,0.3436,-0.7405,63.50,63.50,59.50,-1.3998,5.040,0.0
38.251,1,0.3436,-0.7405,63.50,63.50,59.50,-1.3998,5.040,0.0
38.351,1,0.3436,-0.7405,63.50,63.50,59.50,-1.3998,5.040,0.0
38.451,1,0.3436,-0.7405,63.50,63.50,59.50,-1.3998,5.040,0.0
38.550,1,0.3436,-0.7405,63.50,63.50,59.50,-1.3998,5.040,0.0
38.650,1,0.3436,-0.7405,63.50,63.50,59.50,-1.3998,5.040,0.0
38.751,1,0.3436,-0.7405,63.50,63.50,59.50,-1.3998,5.040,0.0
38.851,1,0.3436,-0.7405,63.50,63.50,59.50,-1.3998,5.040,0.0
38.951,1,0.3436,-0.7405,63.50,63.50,59.50,-1.3998,5.040,0.0
39.051,1,0.3436,-0.7405,63.50,63.50,59.50,-1.3998,5.040,0.0
39.151,1,0.3436,-0.7405,63.50,63.50,59.50,-1.3998,5.040,0.0
39.251,1,0.3436,-0.7405,63.50,63.50,59.50,-1.3998,5.040,0.0
39.351,1,0.3436,-0.7405,63.50,63.50,59.50,-1.3998,5.040,0.0
39.451,1,0.3436,-0.7405,63.50,63.50,59.50,-1.3998,5.040,0.0
39.551,1,0.3436,-0.7405,63.50,63.50,59.50,-1.3998,5.040,0.0
39.651,1,0.3436,-0.7405,63.50,63.50,59.50,-1.3998,5.040,0.0
39.751,1,0.3436,-0.7405,63.50,63.50,59.50,-1.3998,5.040,0.0
39.851,1,0.3436,-0.7405,63.50,63.50,59.50,-1.3998,5.040,0.0
39.951,1,0.3436,-0.7405,63.50,63.50,59.50,-1.3998,5.040,0.0
40.051,1,0.3436,-0.7405,63.50,63.50,59.50,-1.3998,5.040,0.0
40.151,1,0.3436,-0.7405,63.50,63.50,59.50,-1.3998,5.040,0.0
40.251,1,0.3436,-0.7405,63.50,63.50,59.50,-1.3998,5.040,0.0
40.351,1,0.3436,-0.7405,63.50,63.50,59.50,-1.3998,5.040,0.0
40.451,1,0.3436,-0.7405,63.50,63.50,59.50,-1.3998,5.040,0.0
40.551,1,0.3436,-0.7405,63.50,63.50,59.50,-1.3998,5.040,0.0
