blue,-31.700446632007942,45.7120543636044,0,0.01,0.01,0
blue,-30.009647817523895,48.178137569591456,0,0.01,0.01,0
blue,-28.23901663839161,50.58735743857172,0,0.01,0.01,0
blue,-26.343172658073225,52.89893908717807,0,0.01,0.01,0
blue,-24.27489696599861,55.05689501493599,0,0.01,0.01,0
blue,-21.986615242388215,56.9785628858462,0,0.01,0.01,0
blue,-19.450641680792366,58.556440180684014,0,0.01,0.01,0
blue,-16.684440727006596,59.68167458053127,0,0.01,0.01,0
blue,-13.777335672134164,60.371785541195585,0,0.01,0.01,0
blue,-10.809818248108371,60.73009710201413,0,0.01,0.01,0
blue,-7.823340476494057,60.86937842723861,0,0.01,0.01,0
blue,-4.833365370033476,60.88999464223217,0,0.01,0.01,0
blue,-1.8432577446694012,60.880244884683215,0,0.01,0.01,0
blue,1.146392010030346,60.9252417106619,0,0.01,0.01,0
blue,4.130068183808385,61.11319367811677,0,0.01,0.01,0
blue,7.087843307869614,61.542850035594874,0,0.01,0.01,0
blue,9.980623638635826,62.29408935448125,0,0.01,0.01,0
blue,12.840268271353075,63.16746451705403,0,0.01,0.01,0
blue,15.756701485318175,63.816420544384016,0,0.01,0.01,0
blue,18.73953835443024,63.93795846528932,0,0.01,0.01,0
blue,21.69678307133946,63.520619353175185,0,0.01,0.01,0
blue,24.556640129685178,62.655812063184854,0,0.01,0.01,0
blue,27.289836864050663,61.44707029458357,0,0.01,0.01,0
blue,29.88890630233987,59.97073423633903,0,0.01,0.01,0
blue,32.35880721359778,58.28665263040275,0,0.01,0.01,0
blue,34.70768360574939,56.437194625435254,0,0.01,0.01,0
blue,36.941464915388025,54.45008510777299,0,0.01,0.01,0
blue,38.89287679894997,52.197829296091896,0,0.01,0.01,0
blue,39.89612683545234,49.402531838091114,0,0.01,0.01,0
blue,39.94918615164955,46.421076094656065,0,0.01,0.01,0
blue,39.46550853945593,43.47194405212691,0,0.01,0.01,0
blue,38.806504505176456,40.55537684866557,0,0.01,0.01,0
blue,38.26637685924355,37.61570526906629,0,0.01,0.01,0
blue,38.22735163679996,34.63296921319546,0,0.01,0.01,0
blue,38.88484773113372,31.722556901515325,0,0.01,0.01,0
blue,40.09139584656831,28.99045875260935,0,0.01,0.01,0
blue,41.65661507041044,26.444440885186175,0,0.01,0.01,0
blue,43.43334548175536,24.040060960831433,0,0.01,0.01,0
blue,45.31873649206971,21.719396251193906,0,0.01,0.01,0
blue,47.23649545311998,19.425262773899696,0,0.01,0.01,0
blue,49.11722849411925,17.100841269393563,0,0.01,0.01,0
blue,50.883802720533026,14.689067988461538,0,0.01,0.01,0
blue,52.47894440528272,12.160397547816466,0,0.01,0.01,0
blue,54.07657942461198,9.633325597817482,0,0.01,0.01,0
blue,55.86524647980561,7.23812694360786,0,0.01,0.01,0
blue,57.77616017253282,4.93845556586421,0,0.01,0.01,0
blue,59.723497055700555,2.6693753566398115,0,0.01,0.01,0
blue,61.64557387067624,0.3789618038847138,0,0.01,0.01,0
blue,63.47522888619164,-1.9854908232279271,0,0.01,0.01,0
blue,65.1084818153515,-4.488301949554206,0,0.01,0.01,0
blue,66.34528641416554,-7.204841128177264,0,0.01,0.01,0
blue,66.78420589047832,-10.146089709611317,0,0.01,0.01,0
blue,65.95400851622344,-12.98882592379934,0,0.01,0.01,0
blue,64.00223226984005,-15.23256484592082,0,0.01,0.01,0
blue,61.48344804275603,-16.831439585113742,0,0.01,0.01,0
blue,58.68639856898563,-17.875548308331673,0,0.01,0.01,0
blue,55.74106912801069,-18.362143489408993,0,0.01,0.01,0
blue,52.75645611943787,-18.2793871142687,0,0.01,0.01,0
blue,49.8230429140574,-17.714008480748873,0,0.01,0.01,0
blue,46.98453109982632,-16.778832703633356,0,0.01,0.01,0
blue,44.24644484692786,-15.579442578439881,0,0.01,0.01,0
blue,41.597075703146906,-14.194132976810806,0,0.01,0.01,0
blue,39.017236581554144,-12.682815539737987,0,0.01,0.01,0
blue,36.48490050594493,-11.092930790797084,0,0.01,0.01,0
blue,33.975792417100294,-9.46652369834851,0,0.01,0.01,0
blue,31.4620413372784,-7.84733221599285,0,0.01,0.01,0
blue,28.907818608064233,-6.293138354860446,0,0.01,0.01,0
blue,26.26220457144216,-4.902033445041951,0,0.01,0.01,0
blue,23.448406045313664,-3.9089020570358954,0,0.01,0.01,0
blue,20.526109462218244,-4.122356361896074,0,0.01,0.01,0
blue,18.56631624574837,-6.316357265935608,0,0.01,0.01,0
blue,17.811231423302104,-9.17610319530408,0,0.01,0.01,0
blue,19.211772718225117,-11.748667526272442,0,0.01,0.01,0
blue,21.439266483894773,-13.740869586895457,0,0.01,0.01,0
blue,23.682759689053448,-15.716350194452616,0,0.01,0.01,0
blue,25.714161920545358,-17.908347205790676,0,0.01,0.01,0
blue,27.491613324002266,-20.310871254963928,0,0.01,0.01,0
blue,29.00510092601405,-22.88815855287484,0,0.01,0.01,0
blue,30.268282358218727,-25.597345038796703,0,0.01,0.01,0
blue,31.31789707517394,-28.396576996337842,0,0.01,0.01,0
blue,32.20373797243419,-31.252159408858603,0,0.01,0.01,0
blue,32.97963141955147,-34.139751876543784,0,0.01,0.01,0
blue,33.698086346063924,-37.04226496479228,0,0.01,0.01,0
blue,34.407653962229986,-39.9469771042547,0,0.01,0.01,0
blue,35.151749689691606,-42.84299251873895,0,0.01,0.01,0
blue,35.96655129869326,-45.71985740987003,0,0.01,0.01,0
blue,36.784495253026826,-48.59575414813591,0,0.01,0.01,0
blue,37.371922726900735,-51.52553810242449,0,0.01,0.01,0
blue,37.397546295415324,-54.50741202815175,0,0.01,0.01,0
blue,36.476611952522056,-57.33279178360826,0,0.01,0.01,0
blue,34.5685191798685,-59.615822554406094,0,0.01,0.01,0
blue,32.06375302713978,-61.229913081469505,0,0.01,0.01,0
blue,29.180625143444303,-61.95868173759882,0,0.01,0.01,0
blue,26.22458354498594,-61.61998311979863,0,0.01,0.01,0
blue,23.48863169348549,-60.432836117303026,0,0.01,0.01,0
blue,21.031655827554783,-58.73398260570005,0,0.01,0.01,0
blue,18.79804493772995,-56.747707837001514,0,0.01,0.01,0
blue,16.720465264277113,-54.59782958048032,0,0.01,0.01,0
blue,14.744592454522,-52.35377674774898,0,0.01,0.01,0
blue,12.829794570158413,-50.05723204014839,0,0.01,0.01,0
blue,10.943451748399166,-47.73720092683993,0,0.01,0.01,0
blue,9.05579549896945,-45.418240764785054,0,0.01,0.01,0
blue,7.137123543019648,-43.12494107530915,0,0.01,0.01,0
blue,5.1546056010147225,-40.88676598058768,0,0.01,0.01,0
blue,3.0654947003250044,-38.748149579931294,0,0.01,0.01,0
blue,0.8115321225904903,-36.7853847212223,0,0.01,0.01,0
blue,-1.6862677208523689,-35.1492632226267,0,0.01,0.01,0
blue,-4.501818002880057,-34.18576783762859,0,0.01,0.01,0
blue,-7.449063195564037,-34.46329633612433,0,0.01,0.01,0
blue,-9.950055112930155,-36.04485431197196,0,0.01,0.01,0
blue,-11.434426201586879,-38.6189313375007,0,0.01,0.01,0
blue,-12.235821076015933,-41.49687666221638,0,0.01,0.01,0
blue,-12.791400646002138,-44.434753565040324,0,0.01,0.01,0
blue,-13.301488791791366,-47.38105029955875,0,0.01,0.01,0
blue,-13.837925959991066,-50.32261764877697,0,0.01,0.01,0
blue,-14.45711915146646,-53.24773068154431,0,0.01,0.01,0
blue,-15.232975120319322,-56.134786831999406,0,0.01,0.01,0
blue,-16.278318391273608,-58.93401345499427,0,0.01,0.01,0
blue,-17.796785545836098,-61.50131081415384,0,0.01,0.01,0
blue,-20.06909310741444,-63.40695107737153,0,0.01,0.01,0
blue,-22.973443409659325,-63.93795846528931,0,0.01,0.01,0
blue,-25.83573249398744,-63.127631408932416,0,0.01,0.01,0
